"SubjNum","voto_sen_candidato_1","voto_sen_candidato_2","voto_sen_candidato_3","voto_sen_candidato_4","voto_sen_candidato_5","voto_sen_candidato_6","voto_sen_candidato_7","voto_sen_candidato_8","voto_sen_candidato_9","ident_partido","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
134,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",40,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
135,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,"Voto nulo",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"MORENA","Mujer",58,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
136,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","PT- Partido del Trabajo","Mujer",33,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
137,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",66,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
138,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Voto nulo",NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",62,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
139,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",50,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
140,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",52,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
141,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",82,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
142,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Mujer",63,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
143,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",50,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
144,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",53,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
145,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",60,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
146,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",29,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
147,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",66,"Sí","c(-115.376733469| 32.60933444)",488,"C11"
148,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",82,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
149,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",21,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
150,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"PAN - Partido Acción Nacional","Mujer",90,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
151,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",48,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
152,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PRD - Partido de la Revolución Democrática","Mujer",32,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
153,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",48,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
154,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",74,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
155,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",47,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
156,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",79,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
157,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",67,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
158,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",27,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
159,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",88,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
160,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Mujer",42,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
161,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",35,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
162,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena","PRI - Partido Revolucionario Institucional","Hombre",63,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
163,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",91,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
164,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",55,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
165,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",34,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
166,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",52,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
167,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",70,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
168,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",20,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
169,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",32,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
170,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"Voto nulo",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",38,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
171,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena","PAN - Partido Acción Nacional","Hombre",28,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
172,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",35,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
173,"Voto nulo","Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",99,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
174,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",95,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
175,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",66,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
176,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",33,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
177,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",88,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
178,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",57,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
179,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",55,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
180,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"MORENA","Hombre",23,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
181,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Mujer",97,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
182,"Voto nulo",NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"MORENA","Hombre",61,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
183,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",27,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
184,"No respondió",NA,NA,NA,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,"MORENA","Hombre",80,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
185,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",64,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
186,"Julieta Ramírez y Armando Ayala de Morena",NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",97,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
187,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",17,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
188,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",34,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
189,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",79,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
190,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",58,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
191,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",29,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
192,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",92,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
193,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",94,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
194,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",22,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
195,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",61,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
196,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",89,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
197,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",56,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
198,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",51,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
199,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",57,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
200,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",38,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
201,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",42,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
202,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",99,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
203,"Voto nulo",NA,NA,NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,"MORENA","Mujer",78,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
204,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",97,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
205,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Hombre",45,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
206,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",63,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
207,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",73,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
208,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",94,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
209,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",47,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
210,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",52,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
211,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Mujer",24,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
212,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",55,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
213,"Julieta Ramírez y Armando Ayala de Morena",NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",33,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
214,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",65,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
215,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,"PAN - Partido Acción Nacional","Hombre",87,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
216,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",81,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
217,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",50,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
218,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",39,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
219,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,"MORENA","Mujer",53,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
220,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",20,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
221,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",29,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
222,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",28,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
223,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",28,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
224,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",78,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
225,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",100,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
226,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",54,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
227,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",95,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
228,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",82,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
229,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",54,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
230,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Voto nulo",NA,NA,"MORENA","Mujer",96,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
231,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",71,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
232,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",89,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
233,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MC - Movimiento Ciudadano","Hombre",82,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
234,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",92,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
235,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",80,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
236,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"No respondió",NA,NA,NA,NA,"MORENA","Mujer",49,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
237,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",71,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
238,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",45,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
239,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",52,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
240,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",40,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
241,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Mujer",56,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
242,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",28,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
243,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"MORENA","Mujer",80,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
244,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",20,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
245,"Julieta Ramírez y Armando Ayala de Morena",NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,"PRD - Partido de la Revolución Democrática","Hombre",21,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
246,"David Saul Guakil y Argelia Núñez de (MC)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",86,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
247,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",56,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
248,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",92,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
249,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",77,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
250,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",50,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
251,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",39,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
252,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",42,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
253,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",64,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
254,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",42,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
255,"Voto nulo","Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"MORENA","Hombre",28,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
256,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",86,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
257,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",90,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
258,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",37,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
259,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",83,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
260,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",28,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
261,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"No respondió","MORENA","Mujer",97,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
262,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",39,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
263,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",81,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
264,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",94,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
265,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",63,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
266,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Mujer",95,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
267,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",49,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
268,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",50,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
269,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",38,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
270,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,"Julieta Ramírez y Armando Ayala de Morena","No sabe/No respondió","Hombre",40,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
