"","ident_partido","voto_sen_candidato","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
"195","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",83,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"196","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",35,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"197","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",52,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"198","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",70,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"199","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",37,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"200","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",48,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"201","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",22,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"202","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",88,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"203","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",54,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"204","PRD - Partido de la Revolución Democrática","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",54,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"205","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",50,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"206","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Mujer",25,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"207","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",19,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"208","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",64,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"209","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",28,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"210","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",54,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"211","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Hombre",63,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"212","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",78,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"213","MORENA","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",34,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"214","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",74,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"215","PRD - Partido de la Revolución Democrática","No respondió","Hombre",44,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"216","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",61,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"217","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",33,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"218","MORENA","Voto nulo","Hombre",47,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"219","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Hombre",55,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"220","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",89,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"221","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Mujer",34,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"222","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",100,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"223","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",74,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"224","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",70,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"225","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Hombre",81,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"226","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Mujer",60,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"227","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",81,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"228","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Mujer",85,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"229","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",49,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"230","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",41,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"231","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",97,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"232","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",90,"Sí","c(-115.114333009| 32.445319565)",618,"B1"
"233","MORENA","Voto nulo","Hombre",58,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"234","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",17,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"235","MORENA","David Saul Guakil y Argelia Núñez de (MC)","Hombre",22,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"236","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",58,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"237","MORENA","Voto nulo","Hombre",56,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"238","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",78,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"239","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",59,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"240","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",74,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"241","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",65,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"242","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",24,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"243","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Mujer",60,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"244","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",60,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"245","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",24,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"246","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"247","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",84,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"248","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",85,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"249","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",76,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"250","MORENA","Voto nulo","Mujer",76,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"251","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",73,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"252","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",32,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"253","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",38,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"254","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"255","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",22,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"256","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",22,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"257","PRD - Partido de la Revolución Democrática","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",96,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"258","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",21,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"259","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",72,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"260","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",54,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"261","MORENA","Voto nulo","Hombre",48,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"262","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",27,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"263","MORENA","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Mujer",82,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"264","PAN - Partido Acción Nacional","David Saul Guakil y Argelia Núñez de (MC)","Hombre",97,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"265","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",90,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"266","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",93,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"267","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Hombre",71,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"268","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",75,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"269","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",21,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"270","MORENA","David Saul Guakil y Argelia Núñez de (MC)","Hombre",99,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"271","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",24,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"272","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",94,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"273","MC - Movimiento Ciudadano","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Hombre",80,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"274","PRD - Partido de la Revolución Democrática","Julieta Ramírez y Armando Ayala de Morena","Mujer",29,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"275","PRD - Partido de la Revolución Democrática","No respondió","Hombre",57,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"276","PRD - Partido de la Revolución Democrática","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",53,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"277","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",47,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"278","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Mujer",55,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"279","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",40,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"280","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",64,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"281","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",99,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"282","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",57,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"283","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",95,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"284","PVEM – Partido Verde Ecologista de México","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",70,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"285","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",77,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"286","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",69,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"287","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",98,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"288","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",96,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"289","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Hombre",73,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"290","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",47,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"291","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",76,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"292","Ninguno","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",93,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"293","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",35,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"294","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",77,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"295","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",77,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"296","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Hombre",17,"Sí","c(-115.189381098| 32.409290608)",623,"C1"
"297","MC - Movimiento Ciudadano","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",38,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"298","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",24,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"299","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",24,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"300","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",26,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"301","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",43,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"302","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Mujer",31,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"303","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",36,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"304","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Mujer",34,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"305","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",68,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"306","MORENA","David Saul Guakil y Argelia Núñez de (MC)","Mujer",31,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"307","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",93,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"308","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",74,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"309","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",90,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"310","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",77,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"311","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",92,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"312","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",26,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"313","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",44,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"314","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",100,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"315","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",95,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"316","MC - Movimiento Ciudadano","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",69,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"317","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",97,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"318","MC - Movimiento Ciudadano","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",54,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"319","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",28,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"320","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",73,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"321","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",19,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"322","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",97,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"323","MORENA","David Saul Guakil y Argelia Núñez de (MC)","Mujer",52,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"324","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",89,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"325","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",41,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"326","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",23,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"327","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",79,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"328","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",67,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"329","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",27,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"330","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",69,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"331","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",70,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"332","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",88,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"333","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",65,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"334","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",31,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"335","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",49,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"336","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",69,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"337","PAN - Partido Acción Nacional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",43,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"338","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",58,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"339","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Mujer",17,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"340","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",85,"Sí","c(-115.18687547| 32.353917359)",630,"B1"
"341","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",59,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"342","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",87,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"343","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",68,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"344","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",68,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"345","PAN - Partido Acción Nacional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",77,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"346","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",45,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"347","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",20,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"348","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",17,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"349","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",78,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
"350","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",76,"Sí","c(-115.296127748| 32.295168264)",649,"B1"
